Elevation_m,Slope_deg,NDVI,Rainfall_mm,Dist_River_m,topographic_wet_index,elevation_to_river,LC_codes,PS_codes,Flood
0.30088975428339787,2.862072438956281,0.28870301530412795,-0.969939556809853,-0.7932395589598769,-1.2938133145861053,0.12421840706031108,-0.2642665320078391,-1.2666155480298713,0
2.996212265880463,0.99800131233847,0.8100475299051746,2.3513555198982425,-0.5333389007820138,-0.9374869705080956,0.013305060496841046,1.675293985634084,0.8968204024484101,0
-0.6439379739666603,-0.13099134419404646,-0.27486512702613797,-0.16734282539507975,1.3859954458648662,-0.6059923724577859,-0.09661073040249499,0.7055137268131225,0.8968204024484101,0
2.8204303629502196,1.7026004561527597,-0.28439476522891294,-1.1182047209523533,-0.1751908244914693,-1.2512105658025774,-0.048412603700796815,0.7055137268131225,0.8968204024484101,0
1.1578265310683344,-0.28051716848585484,1.3002618930438234,-1.9915650250510135,0.15253319430399467,-0.8516752412987258,-0.07896484143476677,-0.2642665320078391,-1.2666155480298713,0
2.7545121493513784,4.998516507139197,1.2138109700658277,1.906082737523326,1.2253186036666943,-1.2696237568196458,-0.08250234343303023,1.675293985634084,0.8968204024484101,0
0.7623172494752867,0.11084354946812026,1.2358024428414627,1.5060091446158177,0.896745669080485,-0.5818294022353278,-0.089220087612808,-0.2642665320078391,-1.2666155480298713,0
0.9088021685838229,0.6409387989636426,0.37251496154904706,-0.508049005160517,2.130973653783812,-1.0808982200991304,-0.09263831157247038,-0.2642665320078391,-1.2666155480298713,0
-0.2630771842844663,0.9064603639032625,0.7742258642506411,-2.081112041220348,0.9569066093410745,-1.25363366745825,-0.09436835055329226,1.675293985634084,0.8968204024484101,0
0.7476687575644331,0.016315400442478853,0.7241830462011964,-0.7512467827404884,0.891151597519349,-0.8584990089261866,-0.0892620494030217,-0.2642665320078391,-1.2666155480298713,0
0.828235463074128,-0.2571670173298644,0.9474209298436396,-1.7680198746035893,-0.7004089168173493,-0.8194101525815783,0.014702201430785614,1.675293985634084,0.8968204024484101,0
-0.4095621033930025,-0.5929950315148905,-0.3531059001678963,-0.655031254377026,0.617104528367901,1.46028508673726,-0.09426607504312412,-1.2340467908288006,0.8968204024484101,0
-0.07264678944336933,-0.5929950315148905,0.5907192414228445,1.5281159054109426,1.2845497524590888,3.3400980246530505,-0.09423961938039771,0.7055137268131225,0.8968204024484101,0
-0.29237416810617356,-0.05970296492525808,0.723401127169174,-0.0659559074461718,0.24486383362084857,-0.670199792261372,-0.09191689283244084,0.7055137268131225,0.8968204024484101,0
0.6671020520547383,0.08097917801213726,0.35306472562748525,-1.2849886779180129,-0.8169267571416223,-0.9836368079656495,0.3930342051914008,-0.2642665320078391,-1.2666155480298713,0
0.8721809388066888,0.48428220904674557,1.3446357981111037,0.6002506205763726,1.8674882642554766,-0.925168405302025,-0.09218621535103262,0.7055137268131225,0.8968204024484101,0
0.4400504274365072,1.6303699859569234,0.6864554529061072,-0.01303875354968805,-0.13032173083684415,-1.1874741924938437,-0.07979301744495375,0.7055137268131225,0.8968204024484101,0
2.3736513596691844,0.8011081258096335,1.2584292248306155,-1.769189699209007,0.7476805482071828,-1.217942967604613,-0.07975282424237302,0.7055137268131225,0.8968204024484101,0
-0.7391531713872088,-0.5867243628415136,0.6100228675259018,-0.030264421150140202,-0.3133353737313062,1.859687224147335,-0.09218175480129033,1.675293985634084,0.8968204024484101,0
-0.5487227765461118,-0.5870461548396908,0.40569765047050405,0.7083151554243965,-0.5540351327998644,2.477828363735433,-0.08150991841334324,-0.2642665320078391,-1.2666155480298713,0
0.9380991524055301,3.2377544175637176,0.21632663490253887,-0.06341790022421108,-0.44084745926382335,-1.2748806164289,-0.05512752790448334,1.675293985634084,0.8968204024484101,0
-0.49012880890269733,-0.5275380792953953,0.9490336378471856,-0.6403426369617685,-0.7767020838491958,0.5899914974900593,-0.021635346814517568,-1.2340467908288006,0.8968204024484101,0
1.817008667056747,1.7763854908949503,0.7080070962262298,-1.1608823099504677,0.33525166707697457,-1.2577210703731143,-0.07723282157527636,0.7055137268131225,0.8968204024484101,0
1.28233871231059,3.143905257288678,1.431966380000124,1.6110398043539143,-0.34948053611201935,-1.2171078321515503,-0.05718989423846526,1.675293985634084,0.8968204024484101,0
0.6524535601438847,-0.10228301908026954,-1.201292570154376,-0.710990171080479,-0.6478664559297718,-0.7498957267257179,-0.022466543911364267,-1.2340467908288006,0.8968204024484101,0
0.601183838455897,-0.5277051337494906,-0.13319117241154935,-0.5468340970879365,-0.20935399163571664,0.6473668118412628,-0.07533187366431421,-0.2642665320078391,-1.2666155480298713,0
0.5352656248570556,0.8013543049588914,0.8406889819725593,1.4557276499732723,-0.21825665390102447,-0.952303166449804,-0.0758962257722754,1.675293985634084,0.8968204024484101,0
2.109978505273819,0.03982692475058017,-0.24461463447476464,0.7264511735369885,0.4493297886659442,-0.6342777597023884,-0.07717743807913552,0.7055137268131225,0.8968204024484101,0
1.28233871231059,-0.10228301908026954,0.7286790806353264,1.0022369843018109,-0.6077584851093228,-0.40893221508026445,-0.012826648108479832,1.675293985634084,0.8968204024484101,0
-0.20448321664105187,-0.1506427641728862,0.48354746409625116,0.6509185209555398,-0.6360263794790207,-0.40334592441459466,-0.0611249220350902,1.675293985634084,0.8968204024484101,0
2.7252151655296712,0.17900708540466842,1.1724181313081334,1.3472229753452865,-0.273375604523785,-0.6644012085860614,-0.041270967734155936,-0.2642665320078391,-1.2666155480298713,0
-0.6366137280112335,-0.4454992038597446,0.6870418921801247,1.3400521245519275,-0.3284396575023204,0.8893204475410932,-0.09031778987249586,0.7055137268131225,0.8968204024484101,0
